member_id,full_name,gender,branch,occupation,phone_number,join_date,monthly_contribution_kes,member_status,national_id
MEM0536,Henry Kilonzo,Female,Mombasa,Nurse,0701860124,2018-08-25,3000,Active,23127777
MEM0537,Tabitha Gitonga,Male,Mombasa,Small Business Owner,0711137609,2022-12-28,2500,Active,36384281
MEM0538,Felix Akoth,Female,Mombasa,Civil Servant,0712832264,2018-08-08,1000,Suspended,15350019
MEM0539,Ann Munyao,Male,Mombasa,Civil Servant,0729781478,2022-03-01,1500,Active,31679002
MEM0540,Njoroge Akoth,Male,Mombasa,Police Officer,0729219787,2021-02-07,1000,Active,24059618
MEM0541,Duncan Mureithi,Female,Kisumu,Accountant,0722623142,2018-11-15,5000,Active,23119771
MEM0542,George Kyalo,Male,Kisumu,Police Officer,0722383428,2019-07-12,2000,Active,29844641
MEM0543,Joyce Rotich,Female,Nairobi,Teacher,0700716814,2019-08-01,1000,Active,16488464
MEM0544,Philip Mulwa,Female,Nairobi,Accountant,0720415005,2021-05-23,2000,Inactive,18340735
MEM0545,Achieng Mwenda,Male,Nairobi,Nurse,0733162621,2019-03-08,2000,Active,37995436
MEM0546,Calvin Korir,Female,Nairobi,Teacher,0700996086,2022-01-09,1500,Active,21757719
MEM0547,Grace Ouma,Female,Nairobi,Small Business Owner,0720619419,2019-12-04,1000,Active,12366649
MEM0548,David Mutua,Female,Nakuru,Nurse,0722501172,2019-02-21,2000,Active,17593537
MEM0549,Achieng Mwangi,Female,Kisumu,Driver,0720565588,2021-11-08,1500,Active,19268333
MEM0550,Charles Oguta,Male,Nairobi,Police Officer,0722335351,2021-07-22,2500,Active,14712395
MEM0551,Wambua Okello,Female,Nairobi,Small Business Owner,0712497753,2022-10-13,1500,Active,39951977
MEM0552,Winnie Nderitu,Male,Nairobi,Shopkeeper,0711791982,2019-06-25,3000,Active,23470109
MEM0553,Mutua Ouma,Male,Mombasa,Teacher,0720658358,2020-11-01,2000,Inactive,14143013
MEM0554,Esther Kilonzo,Female,Nairobi,Engineer,0722792482,2020-09-27,2000,Active,34359811
MEM0555,Wanjiru Njeri,Male,Mombasa,Engineer,0700132826,2019-05-30,3000,Active,34818702
MEM0556,Irene Kilonzo,Male,Mombasa,Farmer,0701127254,2023-01-29,1500,Active,29660539
MEM0557,Duncan Matheka,Male,Nakuru,Small Business Owner,0701968386,2023-02-03,1000,Active,32559225
MEM0558,Alice Awino,Female,Nairobi,Engineer,0700949602,2022-09-29,500,Active,15095113
MEM0559,Mwikali Wanjiku,Female,Nairobi,Accountant,0712894036,2018-04-15,2500,Inactive,16906545
MEM0560,Peter Odero,Female,Mombasa,Civil Servant,0722457506,2018-07-09,2000,Active,24877409
MEM0561,Catherine Okumu,Male,Nairobi,Teacher,0720548317,2021-07-23,2000,Active,14778434
MEM0562,Purity Adhiambo,Male,Nairobi,Accountant,0722946616,2020-05-17,1000,Inactive,32556566
MEM0563,Moses Ojwang,Male,Nairobi,Shopkeeper,0733680170,2022-08-26,1000,Active,19243249
MEM0564,Mark Otieno,Female,Mombasa,Civil Servant,0720856334,2019-07-21,500,Active,35520984
MEM0565,Peter Gicheru,Male,Mombasa,Accountant,0700660737,2018-04-01,1500,Suspended,20988051
MEM0566,Chebet Nderitu,Male,Mombasa,Nurse,0729544423,2018-01-08,2000,Active,10361348
MEM0567,Harrison Gitau,Male,Nairobi,Police Officer,0700270444,2019-11-15,1500,Active,31366006
MEM0568,Duncan Odero,Female,Nairobi,Police Officer,0720590033,2022-04-29,1500,Active,13935666
MEM0569,Lilian Muturi,Male,Nairobi,Driver,0712238278,2018-09-25,3000,Suspended,27469117
MEM0570,Njenga Okumu,Male,Mombasa,Small Business Owner,0722394335,2021-07-28,1000,Active,20440816
MEM0571,Duncan Chebet,Male,Nairobi,Accountant,0700189691,2023-06-30,1500,Active,27590607
MEM0572,Ian Mulwa,Male,Nairobi,Teacher,0712908807,2019-06-21,2500,Active,13443094
MEM0573,Fredrick Munyao,Female,Nairobi,Teacher,0700453928,2018-11-27,1500,Active,35892546
MEM0574,Eric Mugo,Female,Mombasa,Shopkeeper,0720140481,2022-02-27,2000,Active,31090495
MEM0575,Collins Njoroge,Male,Nairobi,Engineer,0700479264,2020-06-23,3000,Active,30080532
MEM0576,Isaac Maina,Female,Kisumu,Civil Servant,0700791252,2021-02-03,3000,Active,25807806
MEM0577,Achieng Oguta,Female,Nairobi,Shopkeeper,0700920433,2021-12-16,1000,Active,17790707
MEM0578,Edwin Ogola,Female,Mombasa,Accountant,0722230344,2020-05-25,3000,Active,32160066
MEM0579,Emmanuel Okello,Male,Kisumu,Nurse,0700696053,2021-02-22,1500,Active,24705967
MEM0580,Agnes Mwangi,Male,Mombasa,Teacher,0701976609,2018-01-20,1000,Active,20026809
MEM0581,Chepkemoi Kariuki,Female,Nairobi,Engineer,0700988765,2018-08-18,1500,Active,37589808
MEM0582,Samuel Owino,Female,Nakuru,Civil Servant,0711565367,2018-06-04,5000,Active,14189757
MEM0583,Dennis Mwangi,Female,Nakuru,Driver,0729118105,2023-04-20,1500,Active,28161654
MEM0584,Calvin Awino,Male,Kisumu,Accountant,0729109301,2022-12-14,1000,Active,34927981
MEM0585,Moses Ouma,Male,Nairobi,Nurse,0729138801,2021-11-16,2000,Active,30469401
MEM0586,Henry Anyango,Female,Nairobi,Teacher,0701603534,2023-01-26,1000,Active,25246041
MEM0587,Ann Aoko,Male,Kisumu,Police Officer,0712528459,2018-11-02,500,Active,15156531
MEM0588,Dennis Njoroge,Male,Nakuru,Civil Servant,0722707723,2021-01-22,1000,Inactive,12362323
MEM0589,Fredrick Murimi,Female,Mombasa,Small Business Owner,0733389874,2018-03-15,1000,Active,39535512
MEM0590,Caroline Gathogo,Male,Mombasa,Civil Servant,0701167154,2022-09-06,1000,Active,35308438
MEM0591,Felix Muturi,Male,Nairobi,Small Business Owner,0729288538,2020-01-27,1000,Active,34159419
MEM0592,Chepkemoi Kimani,Male,Nairobi,Accountant,0700903184,2021-04-07,2000,Inactive,21454717
MEM0593,Gregory Mutua,Female,Kisumu,Teacher,0700372148,2021-02-05,1000,Suspended,39368029
MEM0594,Jacqueline Chebet,Male,Nakuru,Police Officer,0729233402,2018-10-31,1000,Active,19130254
MEM0595,Sharon Gitau,Female,Kisumu,Small Business Owner,0712760957,2020-05-30,3000,Active,11374779
MEM0596,John Okello,Male,Nairobi,Small Business Owner,0711254037,2018-09-19,1500,Active,22801073
MEM0597,Peter Kyalo,Male,Mombasa,Engineer,0722343974,2018-03-27,2000,Active,38117857
MEM0598,Fredrick Ogol,Male,Mombasa,Driver,0733786398,2019-09-24,1000,Active,39900916
MEM0599,Ian Awuor,Female,Nairobi,Teacher,0722293205,2020-01-17,1000,Active,18571559
MEM0600,Simon Wanjiku,Male,Mombasa,Small Business Owner,0729708059,2023-01-16,500,Active,13786200
MEM0601,Mwangi Munyao,Male,Nairobi,Civil Servant,0701143993,2023-03-26,1000,Active,31035217
MEM0602,Chepkemoi Wanjiku,Male,Nakuru,Civil Servant,0712163766,2022-06-19,1000,Active,25654004
MEM0603,Kevin Oguta,Female,Nairobi,Accountant,0700369950,2023-06-15,1000,Active,24291187
MEM0604,Rotich Okumu,Male,Nairobi,Driver,0722811341,2022-10-29,500,Active,29628623
MEM0605,Lydiah Ouma,Male,Nakuru,Police Officer,0701666693,2018-03-23,1000,Active,15652445
MEM0606,Duncan Ouma,Female,Nairobi,Accountant,0722729752,2023-01-15,1500,Active,39401813
MEM0607,Gregory Wainaina,Male,Kisumu,Farmer,0712466718,2020-01-03,1000,Active,33815616
MEM0608,Sharon Kilonzo,Female,Nairobi,Shopkeeper,0733181242,2019-03-07,1500,Active,33200773
MEM0609,Collins Awino,Male,Nairobi,Farmer,0729218680,2021-10-28,1500,Active,39041566
MEM0610,Hellen Nderitu,Female,Nairobi,Nurse,0733348490,2019-05-27,2000,Active,36657506
MEM0611,Victor Odero,Male,Kisumu,Driver,0712441614,2021-09-27,500,Active,26351212
MEM0612,Eunice Kilonzo,Female,Nairobi,Engineer,0701969414,2018-07-30,2500,Inactive,35449678
MEM0613,Ndegwa Wambua,Female,Nakuru,Shopkeeper,0720174861,2019-12-26,2000,Active,19767927
MEM0614,Elijah Gakuya,Female,Nairobi,Driver,0720396835,2022-05-17,500,Active,17537446
MEM0615,Emmanuel Maina,Female,Nairobi,Nurse,0711125894,2021-02-20,3000,Active,27543576
MEM0616,David Nderitu,Female,Nakuru,Civil Servant,0701736450,2022-12-16,3000,Active,13457789
MEM0617,Rotich Akoth,Female,Mombasa,Nurse,0701451258,2022-11-27,500,Active,12972015
MEM0618,Thomas Onyango,Male,Kisumu,Small Business Owner,0720783648,2020-04-12,1000,Active,34553767
MEM0619,Njenga Ouma,Female,Mombasa,Accountant,0701593549,2023-06-18,2500,Inactive,30243927
MEM0620,Chepkemoi Awino,Male,Nairobi,Farmer,0700752126,2021-06-25,2000,Active,30100681
MEM0621,Simon Mutua,Male,Nairobi,Teacher,0722268100,2022-03-15,1000,Active,39027438
MEM0622,Ian Munyao,Female,Mombasa,Shopkeeper,0701146777,2018-11-13,1000,Active,22165138
MEM0623,Henry Wainaina,Female,Mombasa,Driver,0700257352,2023-03-11,1500,Active,18096435
MEM0624,Dennis Wambua,Female,Nairobi,Farmer,0722211392,2023-03-20,1500,Active,39170924
MEM0625,Kariuki Nderitu,Female,Mombasa,Shopkeeper,0712947285,2019-04-30,2000,Active,38520106
MEM0626,Collins Nderitu,Female,Nairobi,Shopkeeper,0701635608,2022-11-06,1500,Active,32310697
MEM0627,Christine Adhiambo,Male,Nairobi,Civil Servant,0701325306,2018-11-29,1500,Active,26593733
MEM0628,Eunice Awuor,Male,Nairobi,Police Officer,0720971080,2023-06-23,2000,Active,38075299
MEM0629,Janet Kabiru,Male,Nairobi,Small Business Owner,0722788976,2022-06-27,500,Active,33541757
MEM0630,Mutua Kyalo,Male,Mombasa,Accountant,0711499601,2022-07-19,1000,Active,24511530
MEM0631,Njoroge Waithaka,Male,Kisumu,Shopkeeper,0733181066,2018-12-29,2000,Active,24149035
MEM0632,John Waithaka,Male,Mombasa,Teacher,0712692867,2022-12-11,3000,Active,11900943
MEM0633,Rotich Kilonzo,Male,Kisumu,Shopkeeper,0720665148,2020-04-24,1500,Active,31409737
MEM0634,Mercy Musyoka,Female,Nairobi,Small Business Owner,0733988767,2018-02-20,1500,Active,13529593
MEM0635,Simon Odero,Male,Nairobi,Accountant,0722736592,2019-01-03,1000,Active,39030195
MEM0636,Ian Njoroge,Female,Nairobi,Farmer,0729791218,2022-02-17,1500,Active,35835086
MEM0637,Boniface Njeri,Female,Nairobi,Nurse,0729432335,2023-03-09,1500,Active,19402071
MEM0638,Victor Musyoka,Female,Nairobi,Accountant,0700304497,2019-11-12,1000,Active,38263736
MEM0639,George Gathogo,Male,Mombasa,Accountant,0700355882,2022-05-22,1000,Active,34295165
MEM0640,Winnie Nderitu,Female,Kisumu,Civil Servant,0701354880,2023-03-22,1500,Active,34576696
MEM0641,Christine Aoko,Female,Nairobi,Driver,0701342106,2020-04-23,500,Suspended,19256514
MEM0642,Kevin Mutua,Male,Nakuru,Accountant,0729430108,2022-07-01,1000,Active,18444670
MEM0643,Ndegwa Wainaina,Female,Kisumu,Police Officer,0733826739,2021-10-03,1000,Active,31483742
MEM0644,Edward Gitonga,Female,Nairobi,Shopkeeper,0712566624,2022-11-05,1000,Active,27039730
MEM0645,Emmanuel Mugo,Male,Kisumu,Teacher,0720479459,2022-02-14,1000,Inactive,21033692
MEM0646,Philip Gathogo,Male,Nairobi,Farmer,0733469082,2022-07-19,3000,Suspended,24080961
MEM0647,Janet Gathogo,Male,Nairobi,Shopkeeper,0733479895,2019-05-24,2000,Active,32380084
MEM0648,Michael Kirui,Female,Nairobi,Driver,0729734617,2019-07-01,2000,Active,38061445
MEM0649,Francis Mwangi,Female,Kisumu,Driver,0712570777,2018-11-23,2500,Active,18430519
MEM0650,Caroline Muturi,Female,Nairobi,Civil Servant,0720340924,2022-06-01,1500,Active,21967567
MEM0651,Wanjiru Mulwa,Male,Nairobi,Shopkeeper,0711663731,2021-12-07,500,Active,12788150
MEM0652,Chebet Odero,Female,Kisumu,Accountant,0712914165,2018-08-10,1500,Inactive,10433728
MEM0653,Henry Otieno,Female,Nairobi,Engineer,0720806850,2020-02-23,2000,Active,13393392
MEM0654,Eunice Mugo,Male,Nakuru,Nurse,0711734960,2022-11-22,2000,Inactive,33927518
MEM0655,Simon Korir,Male,Nairobi,Engineer,0700934515,2018-03-21,1500,Active,37044586
MEM0656,Grace Maina,Male,Kisumu,Teacher,0700458163,2022-10-25,1000,Active,26292312
MEM0657,Tabitha Gicheru,Male,Kisumu,Small Business Owner,0701223694,2020-08-21,1000,Active,18145144
MEM0658,Felix Kariuki,Female,Nakuru,Small Business Owner,0733528346,2019-04-01,1500,Active,29655653
MEM0659,Duncan Wanjiku,Female,Kisumu,Driver,0720629558,2019-02-13,2000,Active,26608641
MEM0660,Agnes Kimani,Male,Nairobi,Teacher,0711703992,2022-07-31,2000,Active,17428553
MEM0661,Kevin Nderitu,Male,Kisumu,Shopkeeper,0729763360,2023-02-24,1500,Active,29833502
MEM0662,Joseph Aoko,Female,Kisumu,Small Business Owner,0712288655,2020-07-31,5000,Active,24554806
MEM0663,Victor Onyango,Female,Nakuru,Civil Servant,0729116265,2019-12-18,2000,Active,32334785
MEM0664,Isaac Korir,Male,Nairobi,Farmer,0711226656,2019-09-18,1000,Active,18917230
MEM0665,Stephen Chebet,Female,Nairobi,Shopkeeper,0720376169,2022-08-08,1000,Suspended,13488501
MEM0666,Rotich Matheka,Female,Mombasa,Accountant,0729878938,2022-06-17,1000,Active,36203391
MEM0667,Catherine Kabiru,Male,Nairobi,Nurse,0733232537,2022-11-20,1000,Active,37724712
MEM0668,Achieng Onyango,Male,Mombasa,Teacher,0722974364,2019-04-12,1000,Active,33774291
MEM0669,Stephen Rotich,Female,Kisumu,Driver,0720125093,2019-04-02,1000,Active,26369931
MEM0670,Kevin Akello,Male,Mombasa,Shopkeeper,0711176561,2018-02-18,1000,Active,28812988
MEM0671,Laban Okumu,Male,Mombasa,Farmer,0711639908,2021-09-13,1000,Active,30355481
MEM0672,Stephen Ogol,Female,Nairobi,Accountant,0720542875,2019-01-31,3000,Inactive,38098884
MEM0673,Mercy Yego,Female,Nairobi,Accountant,0701233644,2020-03-27,500,Active,28979060
MEM0674,Joyce Gicheru,Female,Kisumu,Shopkeeper,0720830782,2019-11-04,1500,Active,22610505
MEM0675,Mercy Mureithi,Male,Mombasa,Nurse,0712846568,2019-07-25,1500,Active,30355052
MEM0676,Alex Aoko,Female,Nairobi,Shopkeeper,0700224811,2022-11-06,5000,Active,27413635
MEM0677,Philip Njoroge,Female,Mombasa,Nurse,0701964776,2018-05-23,1000,Inactive,39205558
MEM0678,Duncan Ochieng,Female,Kisumu,Civil Servant,0701720209,2023-06-04,1500,Inactive,32399497
MEM0679,Mwangi Chebet,Female,Mombasa,Nurse,0733857260,2022-05-03,5000,Active,22837497
MEM0680,Kevin Ogol,Female,Kisumu,Civil Servant,0722177335,2019-07-26,3000,Active,11412682
MEM0681,Eric Murimi,Female,Mombasa,Civil Servant,0701570700,2019-12-21,2500,Active,30188437
MEM0682,Tabitha Yego,Male,Nairobi,Shopkeeper,0720761475,2021-08-06,1000,Active,13617089
MEM0683,Victor Munyao,Female,Mombasa,Farmer,0729876677,2020-11-09,1000,Active,29808625
MEM0684,Njenga Ochieng,Female,Kisumu,Shopkeeper,0720403343,2020-03-29,2000,Active,38125514
MEM0685,Jacqueline Wanjiku,Female,Nairobi,Police Officer,0729834122,2021-10-23,3000,Active,36628796
MEM0686,Felix Otieno,Female,Nairobi,Civil Servant,0711869070,2022-09-24,2000,Active,31564687
MEM0687,Fredrick Achieng,Female,Nairobi,Shopkeeper,0711858862,2021-01-03,2000,Active,13307686
MEM0688,Gregory Gathogo,Female,Nairobi,Police Officer,0733259652,2019-11-10,1000,Active,29314787
MEM0689,Philip Okumu,Female,Nakuru,Shopkeeper,0722722385,2023-04-08,2500,Active,13184770
MEM0690,Jacqueline Owino,Female,Kisumu,Farmer,0701806642,2018-02-26,1000,Active,13941751
MEM0691,Kamau Rotich,Female,Nakuru,Small Business Owner,0729497803,2018-08-25,1000,Active,35636615
MEM0692,Elijah Gathogo,Female,Kisumu,Driver,0701559891,2022-12-02,1500,Active,18006567
MEM0693,Alex Okumu,Female,Nairobi,Civil Servant,0711633376,2023-06-11,1500,Active,22103111
MEM0694,Mary Auma,Male,Mombasa,Nurse,0700910555,2019-06-19,1000,Active,29465666
MEM0695,Philip Nderitu,Male,Nairobi,Police Officer,0733343545,2019-01-01,1000,Active,32569026
MEM0696,Beatrice Gathogo,Female,Nairobi,Civil Servant,0700617255,2021-04-04,2000,Active,33800336
MEM0697,Joshua Wainaina,Male,Mombasa,Farmer,0701150633,2023-05-26,1000,Inactive,30260359
MEM0698,Paul Ojwang,Female,Mombasa,Shopkeeper,0720399113,2019-06-28,2000,Suspended,24154243
MEM0699,Calvin Adhiambo,Male,Nairobi,Shopkeeper,0701502724,2018-03-20,1000,Active,37356376
MEM0700,Felix Aoko,Male,Nairobi,Nurse,0701894086,2018-08-11,1500,Active,23211893
MEM0701,Peter Mureithi,Male,Nairobi,Shopkeeper,0711250152,2021-05-06,1500,Active,34101779
MEM0702,Daniel Mulwa,Male,Nakuru,Shopkeeper,0722953527,2020-06-08,500,Active,34974891
MEM0703,Eric Aoko,Female,Mombasa,Teacher,0712551451,2019-12-09,1000,Active,11337644
MEM0704,Brian Ogol,Male,Nakuru,Police Officer,0700703075,2022-02-01,1000,Active,21653603
MEM0705,Patrick Mugo,Female,Nairobi,Shopkeeper,0701204298,2022-05-30,500,Active,31712686
MEM0706,Mwangi Maina,Female,Nakuru,Shopkeeper,0701398624,2019-10-05,5000,Suspended,36445467
MEM0707,Collins Mutua,Male,Kisumu,Small Business Owner,0711224309,2020-06-12,1000,Active,24772173
MEM0708,Ann Awuor,Male,Kisumu,Driver,0700387150,2021-05-26,2500,Active,38596195
MEM0709,Wambua Okello,Male,Nakuru,Shopkeeper,0729560237,2020-11-13,1000,Active,25459968
MEM0710,Mark Mwangi,Male,Kisumu,Civil Servant,0712277545,2018-08-25,2000,Active,29238263
MEM0711,David Waithaka,Female,Mombasa,Farmer,0700372031,2020-02-28,2500,Active,38971274
MEM0712,Calvin Ojwang,Female,Mombasa,Small Business Owner,0733342928,2023-01-17,2000,Active,27541095
MEM0713,Felix Korir,Male,Nairobi,Shopkeeper,0700247852,2021-03-26,1500,Active,11250782
MEM0714,James Akoth,Male,Kisumu,Civil Servant,0733316890,2019-01-25,1500,Active,23377908
MEM0715,Eunice Muturi,Female,Mombasa,Accountant,0711128678,2019-06-06,1000,Inactive,37285144
MEM0716,Kevin Kimani,Female,Kisumu,Teacher,0722666052,2018-04-01,3000,Active,37018719
MEM0717,Michael Mugo,Female,Nairobi,Farmer,0712106988,2021-12-22,2500,Active,31076154
MEM0718,Caroline Chepkemoi,Male,Nairobi,Police Officer,0729972944,2020-06-12,5000,Active,34977460
MEM0719,Allan Aoko,Male,Kisumu,Accountant,0722487491,2018-01-04,1000,Active,36092958
MEM0720,Kevin Mwenda,Female,Nairobi,Engineer,0712395528,2020-11-30,2000,Active,24488714
MEM0721,Wangari Korir,Male,Kisumu,Small Business Owner,0720867651,2023-03-11,3000,Active,32450208
MEM0722,Alice Gicheru,Male,Nairobi,Small Business Owner,0729646196,2022-07-10,1000,Active,10860354
MEM0723,Kamau Okello,Female,Mombasa,Teacher,0711971406,2021-01-07,500,Active,17249083
MEM0724,Emmanuel Njeri,Male,Nairobi,Small Business Owner,0729409268,2021-11-07,2000,Active,29023014
MEM0725,Daniel Awuor,Male,Nairobi,Civil Servant,0733851043,2022-01-13,2000,Inactive,16064550
MEM0726,Lucy Waithaka,Male,Nakuru,Teacher,0733565992,2023-04-10,2500,Inactive,10810152
MEM0727,Isaac Oguta,Female,Nairobi,Nurse,0720617215,2022-02-28,1000,Active,31156783
MEM0728,Rotich Ngethe,Male,Nakuru,Farmer,0700191083,2022-02-18,2500,Active,21038141
MEM0729,John Wanjiku,Male,Nairobi,Shopkeeper,0711391979,2021-10-05,1000,Active,13315318
MEM0730,Chebet Mwenda,Male,Nakuru,Accountant,0733470903,2019-02-08,1000,Active,19807183
MEM0731,Beatrice Musyoka,Male,Nakuru,Engineer,0733880431,2020-01-16,1000,Active,23829254
MEM0732,Eunice Maina,Male,Nairobi,Nurse,0712862693,2020-06-02,2500,Active,36907139
MEM0733,Mwangi Gitau,Male,Kisumu,Driver,0733443005,2018-05-24,2000,Active,10952092
MEM0734,David Akoth,Male,Nairobi,Civil Servant,0711631691,2023-04-28,1500,Active,34463105
MEM0735,Mutua Ogol,Male,Mombasa,Engineer,0701389520,2021-09-22,1500,Active,25321731
MEM0736,Allan Maina,Male,Mombasa,Accountant,0729761257,2023-03-01,3000,Active,38502143
MEM0737,Winnie Onyango,Male,Nakuru,Police Officer,0733841143,2019-11-08,1500,Active,39895141
MEM0738,Lucy Gitau,Female,Nairobi,Police Officer,0701140220,2021-06-30,2500,Inactive,18506525
MEM0739,Ian Rotich,Male,Kisumu,Civil Servant,0720205317,2019-10-05,1500,Active,22032247
MEM0740,Mary Odero,Male,Mombasa,Teacher,0701299647,2021-09-20,1500,Active,37459887
MEM0741,Mark Kilonzo,Male,Nairobi,Accountant,0722765318,2022-10-03,1500,Active,32918069
MEM0742,Catherine Ngethe,Male,Nairobi,Small Business Owner,0722357859,2018-09-13,1000,Active,21544393
MEM0743,Njenga Wainaina,Male,Mombasa,Nurse,0711714825,2022-01-14,2000,Active,21823858
MEM0744,Francis Gitonga,Female,Nairobi,Shopkeeper,0720330906,2023-01-18,1500,Active,18345023
MEM0745,Emmanuel Kilonzo,Male,Nairobi,Teacher,0712378172,2019-09-08,1000,Active,19282245
MEM0746,Moses Chepkemoi,Male,Kisumu,Civil Servant,0729258789,2020-11-04,3000,Active,24965511
MEM0747,Christine Wainaina,Female,Kisumu,Nurse,0729953403,2019-09-26,1500,Active,36296937
MEM0748,Allan Gakuya,Male,Mombasa,Farmer,0711869194,2021-09-27,1500,Active,11603872
MEM0749,Emmanuel Muthoni,Male,Nakuru,Driver,0729396327,2020-04-16,3000,Active,20888829
MEM0750,Florence Waithaka,Male,Nairobi,Accountant,0711308218,2019-10-31,2000,Active,25374794
MEM0751,Edward Yego,Male,Mombasa,Teacher,0733641386,2020-04-04,1000,Active,33458051
MEM0752,Grace Kuria,Female,Kisumu,Driver,0712103353,2021-11-28,3000,Active,31300599
MEM0753,Alice Gathogo,Male,Kisumu,Police Officer,0720170528,2019-08-29,2000,Active,18830643
MEM0754,Mutua Mwenda,Male,Nairobi,Engineer,0729684829,2021-02-09,1000,Inactive,35790310
MEM0755,Caroline Ochieng,Male,Kisumu,Teacher,0712844479,2018-09-18,1000,Active,36630173
MEM0756,Laban Kyalo,Male,Nairobi,Shopkeeper,0711140698,2019-01-28,2500,Inactive,15388577
MEM0757,Daniel Kamau,Female,Nairobi,Civil Servant,0720821401,2020-05-11,2000,Active,17025661
MEM0758,Eric Korir,Female,Mombasa,Accountant,0700743173,2021-09-23,1500,Active,28739404
MEM0759,Lydiah Auma,Male,Kisumu,Civil Servant,0720761679,2023-04-10,3000,Active,35864054
MEM0760,Kamau Gakuya,Male,Nairobi,Civil Servant,0712768692,2020-02-16,2500,Active,38973678
MEM0761,Njenga Okumu,Male,Kisumu,Small Business Owner,0701607755,2021-10-19,1000,Inactive,28363592
MEM0762,Harrison Ogol,Female,Nairobi,Civil Servant,0711414678,2022-03-13,1000,Active,31752899
MEM0763,Allan Kabiru,Male,Nairobi,Police Officer,0712406305,2023-01-23,1000,Active,20800539
MEM0764,Esther Ouma,Male,Nairobi,Farmer,0729614034,2018-12-23,2000,Active,34853927
MEM0765,Chebet Njoroge,Female,Nakuru,Farmer,0720726882,2021-06-14,500,Active,23466093
MEM0766,David Akello,Female,Nairobi,Small Business Owner,0701669810,2021-03-11,2000,Active,35277196
MEM0767,Stephen Munyao,Female,Nakuru,Small Business Owner,0729409767,2019-09-09,2500,Active,21695032
MEM0768,Ann Kariuki,Male,Kisumu,Small Business Owner,0733329565,2020-04-11,3000,Active,36204945
MEM0769,James Kabiru,Female,Nairobi,Teacher,0733891634,2021-01-27,1000,Inactive,37362614
MEM0770,Collins Oguta,Female,Mombasa,Driver,0700539976,2022-09-04,2500,Active,15773308
MEM0771,Joshua Auma,Male,Kisumu,Accountant,0729441203,2018-01-01,1000,Active,38344094
MEM0772,Njoroge Ochieng,Female,Nakuru,Civil Servant,0712794595,2019-09-15,2500,Inactive,26771726
MEM0773,Samuel Kariuki,Female,Nairobi,Nurse,0720221445,2019-08-11,1000,Active,38744282
MEM0774,Laban Gicheru,Male,Nairobi,Engineer,0711587310,2019-03-07,1500,Active,12981964
MEM0775,Alice Gitau,Male,Mombasa,Small Business Owner,0701792702,2020-05-30,2500,Active,21199236
MEM0776,Collins Kilonzo,Male,Mombasa,Police Officer,0733464462,2022-05-29,1000,Active,21804606
MEM0777,Sharon Musyoka,Male,Nairobi,Police Officer,0720839056,2021-04-02,1000,Inactive,30683043
MEM0778,Samuel Onyango,Male,Nairobi,Civil Servant,0711911264,2021-05-27,2000,Active,28060161
MEM0779,Kevin Odero,Male,Nairobi,Teacher,0729980930,2021-09-02,2000,Active,34825559
MEM0780,George Maina,Female,Kisumu,Civil Servant,0729730255,2019-10-22,2000,Active,37016541
MEM0781,Michael Adhiambo,Male,Nakuru,Small Business Owner,0720820604,2020-08-10,2000,Inactive,38059412
MEM0782,Faith Chepkemoi,Female,Mombasa,Teacher,0712130369,2020-06-23,1500,Active,17636013
MEM0783,Achieng Mureithi,Male,Mombasa,Accountant,0700380938,2020-06-24,1000,Active,20621123
MEM0784,Victor Odero,Female,Nakuru,Nurse,0712992325,2021-10-15,1000,Active,37805991
MEM0785,Emmanuel Maina,Female,Kisumu,Nurse,0720163756,2019-03-14,1000,Active,20262125
MEM0786,Edwin Maina,Male,Mombasa,Engineer,0701374312,2020-11-12,3000,Suspended,13399002
MEM0787,Boniface Adhiambo,Male,Kisumu,Police Officer,0701531204,2020-08-27,2000,Suspended,34224309
MEM0788,Christine Gitau,Male,Nairobi,Teacher,0720948330,2022-06-14,1500,Active,13034410
MEM0789,Kevin Mulwa,Female,Nairobi,Driver,0729545853,2023-01-20,1500,Active,31456439
MEM0790,Winnie Ojwang,Male,Nairobi,Civil Servant,0720373363,2023-05-20,3000,Active,23625289
MEM0791,David Muthoni,Male,Mombasa,Accountant,0722381351,2022-06-19,1000,Active,20499998
MEM0792,Winnie Achieng,Male,Nairobi,Nurse,0729863559,2022-02-16,2000,Active,30864136
MEM0793,Ruth Waithaka,Male,Kisumu,Engineer,0712456349,2018-12-14,1500,Active,26683018
MEM0794,Peter Munyao,Female,Nairobi,Small Business Owner,0722423496,2021-09-11,2000,Active,31457220
MEM0795,Alice Mugo,Female,Mombasa,Engineer,0729529718,2018-06-23,500,Active,16247571
MEM0796,Harrison Musyoka,Female,Kisumu,Small Business Owner,0712700315,2019-08-05,3000,Active,35386091
MEM0797,Christine Chebet,Male,Kisumu,Small Business Owner,0711662050,2020-11-21,3000,Active,22841159
MEM0798,Achieng Kariuki,Female,Nairobi,Teacher,0712917419,2021-09-21,2000,Active,16782998
MEM0799,Alex Ogola,Male,Nairobi,Farmer,0733743095,2021-07-20,2000,Active,18881200
MEM0800,Harrison Mulwa,Female,Nakuru,Police Officer,0701235492,2021-06-22,3000,Active,38721788
MEM0801,Mark Kilonzo,Female,Mombasa,Teacher,0722857311,2019-11-18,2000,Active,33736273
